l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
167,102,3,1,28.00,28058.80,0.06,0.01,R,F,1993-02-19,1993-02-16,1993-03-03,DELIVER IN PERSON,TRUCK,hely. carefully 
167,172,2,2,27.00,28948.59,0.09,0.00,R,F,1993-05-01,1993-03-31,1993-05-31,TAKE BACK RETURN,FOB,. final attainments along the f
192,98,1,1,23.00,22956.07,0.00,0.00,N,O,1998-02-05,1998-02-06,1998-03-07,TAKE BACK RETURN,AIR,mold furiously after the ironic instructio
192,162,7,2,20.00,21243.20,0.07,0.01,N,O,1998-03-13,1998-02-02,1998-03-31,TAKE BACK RETURN,REG AIR,l packages.
192,111,8,3,15.00,15166.65,0.09,0.01,N,O,1998-01-30,1998-02-10,1998-02-23,TAKE BACK RETURN,TRUCK,ing packages above the quickly 
192,197,1,4,2.00,2194.38,0.06,0.02,N,O,1998-03-06,1998-02-03,1998-03-24,COLLECT COD,SHIP,fully bold packages x-ray furiously at 
192,83,4,5,25.00,24577.00,0.02,0.03,N,O,1998-02-15,1998-01-11,1998-03-17,COLLECT COD,TRUCK,osits. unusual excu
192,142,9,6,45.00,46896.30,0.00,0.05,N,O,1998-03-11,1998-01-09,1998-04-03,NONE,MAIL,rts haggle quickly quickl
193,93,5,1,9.00,8937.81,0.06,0.06,A,F,1993-09-17,1993-10-08,1993-09-30,COLLECT COD,TRUCK,kly furiously ironic requests.
193,154,6,2,15.00,15812.25,0.02,0.07,R,F,1993-11-22,1993-10-09,1993-12-05,TAKE BACK RETURN,SHIP,lar accounts. slyly ruthl
193,94,6,3,23.00,22864.07,0.06,0.05,A,F,1993-08-21,1993-10-11,1993-09-02,DELIVER IN PERSON,TRUCK,he carefully final instructions. ca
194,3,6,1,17.00,15351.00,0.05,0.04,R,F,1992-05-24,1992-05-22,1992-05-30,COLLECT COD,AIR,the ironic cour
194,184,5,2,1.00,1084.18,0.04,0.06,R,F,1992-04-30,1992-05-18,1992-05-23,NONE,REG AIR,ost furiously final accounts? pinto
194,66,1,3,13.00,12558.78,0.08,0.08,A,F,1992-05-07,1992-06-18,1992-05-10,NONE,AIR,aggle carefull
194,146,7,4,36.00,37661.04,0.00,0.05,R,F,1992-05-21,1992-05-18,1992-05-27,TAKE BACK RETURN,RAIL, sublate above the even requests. slyl
194,57,2,5,8.00,7656.40,0.04,0.00,R,F,1992-07-06,1992-06-25,1992-07-11,COLLECT COD,FOB,dolites are quickly? exp
194,149,6,6,16.00,16786.24,0.06,0.03,A,F,1992-05-14,1992-06-14,1992-05-21,TAKE BACK RETURN,TRUCK,luffily unusual theodolites
194,168,7,7,21.00,22431.36,0.02,0.01,R,F,1992-05-06,1992-05-20,1992-05-07,COLLECT COD,REG AIR,ecial theodolites. slyly ironic
195,85,6,1,6.00,5910.48,0.04,0.02,A,F,1994-01-09,1994-03-27,1994-01-28,COLLECT COD,REG AIR,ove the even asymptotes! slyly regular
195,94,8,2,41.00,40757.69,0.05,0.07,A,F,1994-02-24,1994-02-11,1994-03-20,NONE,TRUCK,"ding, final accounts bre"
195,86,7,3,34.00,33526.72,0.08,0.08,R,F,1994-01-31,1994-02-11,1994-02-12,NONE,TRUCK,ounts integrate. regular
195,86,7,4,41.00,40429.28,0.06,0.04,R,F,1994-03-14,1994-03-13,1994-04-09,COLLECT COD,RAIL,"ual, final dolphins. furiously even dep"
196,136,7,1,19.00,19686.47,0.03,0.02,R,F,1993-04-17,1993-05-27,1993-04-30,NONE,SHIP,lar requests. carefully regular package
196,10,3,2,15.00,13650.15,0.03,0.04,A,F,1993-07-05,1993-05-08,1993-07-06,TAKE BACK RETURN,SHIP, final foxes. bra
197,99,1,1,39.00,38964.51,0.02,0.04,N,O,1995-07-21,1995-07-01,1995-08-14,TAKE BACK RETURN,AIR, wake carefully after the i
197,178,8,2,8.00,8625.36,0.09,0.02,A,F,1995-04-17,1995-07-01,1995-04-27,DELIVER IN PERSON,SHIP,f the blithely ironic deposits! regular
197,156,4,3,17.00,17954.55,0.06,0.02,N,O,1995-08-02,1995-06-23,1995-08-03,COLLECT COD,REG AIR,final decoy
197,18,5,4,25.00,22950.25,0.04,0.01,N,F,1995-06-13,1995-05-23,1995-06-24,TAKE BACK RETURN,FOB,". quiet, furious accounts "
197,42,9,5,14.00,13188.56,0.09,0.01,R,F,1995-05-08,1995-05-24,1995-05-12,TAKE BACK RETURN,RAIL,even requests kindle. blith
197,106,1,6,1.00,1006.10,0.07,0.05,N,O,1995-07-15,1995-06-21,1995-08-11,COLLECT COD,RAIL,ptotes use blithely. silent 
198,57,8,1,33.00,31582.65,0.07,0.02,N,O,1998-01-05,1998-03-20,1998-01-10,TAKE BACK RETURN,TRUCK,at the permanen
198,16,10,2,20.00,18320.20,0.03,0.00,N,O,1998-01-15,1998-03-31,1998-01-25,DELIVER IN PERSON,FOB,ithely final deposits. quic
198,149,2,3,15.00,15737.10,0.04,0.02,N,O,1998-04-12,1998-02-26,1998-04-15,COLLECT COD,MAIL,regular theodolites breach abo
198,11,5,4,35.00,31885.35,0.08,0.02,N,O,1998-02-27,1998-03-23,1998-03-14,TAKE BACK RETURN,RAIL,p quickly instructions. carefully bold 
198,102,3,5,33.00,33069.30,0.02,0.01,N,O,1998-03-22,1998-03-12,1998-04-14,DELIVER IN PERSON,SHIP,lyly express ide
199,133,9,1,50.00,51656.50,0.02,0.00,N,O,1996-06-12,1996-06-03,1996-07-04,DELIVER IN PERSON,MAIL, packages. furiously ironic d
199,134,5,2,30.00,31023.90,0.08,0.05,N,O,1996-03-27,1996-05-29,1996-04-14,NONE,TRUCK,ing excuses thrash after the foxes. 
224,151,2,1,16.00,16818.40,0.04,0.00,A,F,1994-08-01,1994-07-30,1994-08-27,DELIVER IN PERSON,MAIL,ravely pending t
224,109,2,2,34.00,34309.40,0.04,0.08,R,F,1994-07-13,1994-08-25,1994-07-31,COLLECT COD,TRUCK, slyly bold ideas ought to h
224,190,1,3,41.00,44697.79,0.07,0.04,A,F,1994-09-01,1994-09-15,1994-09-02,TAKE BACK RETURN,SHIP,s nag. silent do
224,167,4,4,12.00,12805.92,0.08,0.06,R,F,1994-10-12,1994-08-29,1994-10-20,DELIVER IN PERSON,MAIL,regular deposits use carefully. slyly
224,94,7,5,45.00,44734.05,0.07,0.07,R,F,1994-08-14,1994-09-02,1994-08-27,COLLECT COD,AIR,"nent, unusual platelets sleep slyly reque"
224,51,3,6,4.00,3804.20,0.02,0.00,R,F,1994-09-08,1994-08-24,1994-10-04,DELIVER IN PERSON,FOB,ctions. bl
225,172,3,1,4.00,4288.68,0.09,0.07,N,O,1995-08-05,1995-08-19,1995-09-03,TAKE BACK RETURN,SHIP,ven frays wake carefully ironic requests.
225,131,7,2,3.00,3093.39,0.00,0.08,N,O,1995-07-25,1995-07-08,1995-08-17,DELIVER IN PERSON,REG AIR,ounts mold according to the quickly 
225,199,2,3,45.00,49463.55,0.06,0.01,N,O,1995-08-17,1995-08-20,1995-08-30,TAKE BACK RETURN,FOB,e blithely express deposits. reg
225,147,4,4,24.00,25131.36,0.00,0.06,N,O,1995-09-23,1995-08-05,1995-10-16,COLLECT COD,MAIL,lently. blithely bold foxes haggl
225,8,5,5,31.00,28148.00,0.04,0.06,N,O,1995-06-21,1995-07-24,1995-07-04,TAKE BACK RETURN,FOB,tly above the slyly regular 
225,132,8,6,12.00,12385.56,0.00,0.00,A,F,1995-06-04,1995-07-15,1995-06-08,COLLECT COD,MAIL,"riously final, regular"
225,142,1,7,44.00,45854.16,0.10,0.06,N,O,1995-09-22,1995-08-16,1995-10-22,NONE,REG AIR,requests. b
226,97,9,1,4.00,3988.36,0.00,0.00,R,F,1993-03-31,1993-04-30,1993-04-10,NONE,TRUCK,ully regular ideas sleep after the sil
226,138,4,2,46.00,47753.98,0.06,0.01,A,F,1993-07-06,1993-04-24,1993-07-13,COLLECT COD,FOB,sits breach above the even ideas
226,38,4,3,35.00,32831.05,0.09,0.03,A,F,1993-03-31,1993-05-18,1993-04-01,NONE,RAIL,st. daringly ironic requests are 
226,41,10,4,45.00,42346.80,0.10,0.02,R,F,1993-04-17,1993-05-27,1993-05-11,DELIVER IN PERSON,AIR,s wake quickly among 
226,118,8,5,2.00,2036.22,0.07,0.02,R,F,1993-03-26,1993-04-13,1993-04-20,TAKE BACK RETURN,SHIP,lly even packages. quickly s
226,83,4,6,48.00,47187.84,0.02,0.00,A,F,1993-06-11,1993-05-15,1993-06-19,NONE,REG AIR,dencies sleep sometimes pending accou
226,118,8,7,14.00,14253.54,0.09,0.00,R,F,1993-05-20,1993-06-05,1993-05-27,COLLECT COD,MAIL,ly. blithely unusual deposits against
227,166,1,1,19.00,20257.04,0.05,0.06,N,O,1995-12-10,1996-01-30,1995-12-26,NONE,RAIL,cuses cajole against
227,175,3,2,24.00,25804.08,0.07,0.07,N,O,1996-02-03,1995-12-24,1996-02-12,COLLECT COD,SHIP,ns hang courts. blithely close foxes slee
228,5,8,1,3.00,2715.00,0.10,0.08,A,F,1993-05-20,1993-04-08,1993-05-26,DELIVER IN PERSON,SHIP,usly furiou
229,84,5,1,20.00,19681.60,0.02,0.03,R,F,1994-01-11,1994-01-31,1994-01-26,DELIVER IN PERSON,REG AIR,press. furiously final packages believe abo
229,129,10,2,29.00,29844.48,0.07,0.00,A,F,1994-03-15,1994-03-02,1994-03-26,COLLECT COD,SHIP,nding pinto bean
229,79,10,3,28.00,27413.96,0.02,0.02,R,F,1994-02-10,1994-02-02,1994-03-10,DELIVER IN PERSON,FOB,lyly. blithely ironic ideas acro
229,177,6,4,3.00,3231.51,0.02,0.08,R,F,1994-03-22,1994-03-24,1994-04-04,DELIVER IN PERSON,REG AIR, theodolites. blithely special pa
229,156,1,5,33.00,34852.95,0.03,0.06,R,F,1994-03-25,1994-02-11,1994-04-13,NONE,FOB,s across the slyly special packages h
229,106,9,6,29.00,29176.90,0.04,0.00,R,F,1994-01-14,1994-02-16,1994-01-22,NONE,FOB,posits. permanent
230,186,7,1,46.00,49964.28,0.09,0.00,R,F,1994-02-03,1994-01-15,1994-02-23,TAKE BACK RETURN,SHIP, sleep toward t
230,195,7,2,6.00,6571.14,0.03,0.08,A,F,1994-01-26,1994-01-25,1994-02-13,NONE,REG AIR,lyly silent theodolites: fur
230,8,5,3,1.00,908.00,0.07,0.06,R,F,1994-01-22,1994-01-03,1994-02-05,TAKE BACK RETURN,RAIL,ackages. blithely regular packages 
230,10,3,4,44.00,40040.44,0.08,0.06,R,F,1994-02-09,1994-01-18,1994-03-11,NONE,MAIL,lites. quickly pending accoun
230,19,9,5,8.00,7352.08,0.09,0.06,R,F,1993-11-03,1994-01-20,1993-11-11,TAKE BACK RETURN,TRUCK,y against the fluffily even
230,34,10,6,8.00,7472.24,0.00,0.05,R,F,1993-11-21,1994-01-05,1993-12-19,TAKE BACK RETURN,FOB,riously special platel
231,159,10,1,16.00,16946.40,0.04,0.08,R,F,1994-11-20,1994-10-29,1994-12-17,TAKE BACK RETURN,AIR,nticing warthogs. regular depos
231,84,5,2,46.00,45267.68,0.04,0.05,R,F,1994-12-13,1994-12-02,1994-12-14,DELIVER IN PERSON,SHIP,c depths. fluffily final theodolites inte
231,199,1,3,50.00,54959.50,0.09,0.01,A,F,1994-12-11,1994-12-14,1994-12-13,NONE,RAIL,press accounts. fluffily final 
231,57,8,4,31.00,29668.55,0.08,0.02,A,F,1994-11-05,1994-12-27,1994-11-30,TAKE BACK RETURN,SHIP,t carefully silent accounts.
256,89,10,1,22.00,21759.76,0.09,0.02,R,F,1994-01-12,1993-12-28,1994-01-26,COLLECT COD,FOB,ccording to the regular asymptotes. fur
256,119,6,2,40.00,40764.40,0.10,0.01,A,F,1993-11-30,1993-12-13,1993-12-02,NONE,FOB,bove the dependencies boost blithe
256,130,9,3,45.00,46355.85,0.02,0.08,R,F,1994-01-14,1994-01-17,1994-02-10,COLLECT COD,SHIP,uses haggle. carefully express d
257,147,8,1,7.00,7329.98,0.05,0.02,N,O,1998-06-18,1998-05-15,1998-06-27,COLLECT COD,FOB,ate quickly idle packages. s
258,107,4,1,8.00,8056.80,0.00,0.07,R,F,1994-01-20,1994-03-21,1994-02-09,NONE,REG AIR,p carefully. slyly final accounts unwind ca
258,197,1,2,40.00,43887.60,0.10,0.01,A,F,1994-03-13,1994-02-23,1994-04-05,DELIVER IN PERSON,FOB,. quickly quiet escapades cajole bli
258,162,3,3,45.00,47797.20,0.07,0.07,R,F,1994-03-04,1994-02-13,1994-03-30,DELIVER IN PERSON,TRUCK,luffily carefully quick attainme
258,133,9,4,31.00,32027.03,0.02,0.05,A,F,1994-04-20,1994-03-20,1994-04-28,COLLECT COD,REG AIR, at the slyly unusual reque
258,36,2,5,25.00,23400.75,0.08,0.02,A,F,1994-04-13,1994-02-26,1994-04-29,TAKE BACK RETURN,TRUCK, accounts toward the s
258,147,4,6,36.00,37697.04,0.09,0.04,A,F,1994-01-11,1994-03-04,1994-01-18,DELIVER IN PERSON,AIR,the ruthlessly unusual ideas b
259,99,10,1,14.00,13987.26,0.00,0.08,A,F,1993-12-17,1993-12-09,1993-12-31,COLLECT COD,SHIP, special instructions. blith
259,162,1,2,14.00,14870.24,0.03,0.05,R,F,1993-11-10,1993-11-20,1993-11-17,DELIVER IN PERSON,FOB, permanently acr
259,24,5,3,42.00,38808.84,0.09,0.00,R,F,1993-10-20,1993-11-18,1993-11-12,NONE,TRUCK,ld pearls alongside of the expre
259,196,10,4,3.00,3288.57,0.08,0.06,R,F,1993-10-04,1993-11-07,1993-10-14,TAKE BACK RETURN,SHIP,"ly along the regular, pen"
259,193,6,5,6.00,6559.14,0.00,0.05,R,F,1993-12-05,1993-12-22,1993-12-21,COLLECT COD,TRUCK,. quickly silen
260,156,7,1,50.00,52807.50,0.07,0.08,N,O,1997-03-24,1997-02-09,1997-04-20,TAKE BACK RETURN,REG AIR,pinto beans
260,183,4,2,26.00,28162.68,0.02,0.07,N,O,1996-12-12,1997-02-06,1996-12-15,NONE,TRUCK, ironic foxes. packages
260,42,1,3,27.00,25435.08,0.05,0.08,N,O,1997-03-23,1997-02-15,1997-04-22,TAKE BACK RETURN,RAIL,"t the express, regula"
260,6,1,4,29.00,26274.00,0.10,0.06,N,O,1997-03-15,1997-01-14,1997-04-13,NONE,MAIL,t carefully packages. carefully dogg
260,96,9,5,44.00,43827.96,0.01,0.05,N,O,1997-03-26,1997-02-03,1997-04-19,DELIVER IN PERSON,MAIL, carefully special instructions
261,2,7,1,34.00,30668.00,0.05,0.08,R,F,1993-08-18,1993-09-24,1993-08-20,COLLECT COD,REG AIR,haggle blithely quickly i
261,66,7,2,20.00,19321.20,0.00,0.06,R,F,1993-10-21,1993-08-02,1993-11-04,DELIVER IN PERSON,RAIL,arefully unu
261,174,3,3,28.00,30076.76,0.08,0.03,R,F,1993-07-24,1993-08-20,1993-08-05,COLLECT COD,AIR,thely. quickly unusual pinto beans detec
261,119,3,4,49.00,49936.39,0.04,0.05,R,F,1993-09-12,1993-08-31,1993-10-07,COLLECT COD,SHIP,-ray unusual foxes--
261,61,6,5,49.00,47091.94,0.01,0.08,A,F,1993-09-29,1993-09-08,1993-10-01,COLLECT COD,SHIP,y special accounts wake carefully? slyly re
261,97,9,6,20.00,19941.80,0.06,0.06,A,F,1993-10-15,1993-09-05,1993-11-07,NONE,AIR,heodolites. carefully regular acc
262,192,3,1,39.00,42595.41,0.01,0.05,N,O,1996-01-15,1996-02-18,1996-01-28,COLLECT COD,RAIL,luffily regular account
262,61,6,2,33.00,31714.98,0.09,0.03,N,O,1996-03-10,1996-01-31,1996-03-27,TAKE BACK RETURN,AIR,"ptotes. ironic, regular instructions are bl"
262,59,1,3,35.00,33566.75,0.05,0.08,N,O,1996-03-12,1996-02-14,1996-04-11,COLLECT COD,MAIL,efully even accounts. dolphins above 
263,24,9,1,22.00,20328.44,0.06,0.08,R,F,1994-08-24,1994-06-20,1994-09-09,NONE,FOB, fluffy foxes aga
263,85,6,2,9.00,8865.72,0.08,0.00,A,F,1994-07-21,1994-07-16,1994-08-08,TAKE BACK RETURN,TRUCK,ic instruct
263,143,2,3,50.00,52157.00,0.06,0.04,R,F,1994-08-18,1994-07-31,1994-08-22,NONE,TRUCK,n deposits nag blithely 
288,51,3,1,31.00,29482.55,0.00,0.03,N,O,1997-03-17,1997-04-28,1997-04-06,TAKE BACK RETURN,AIR,uctions. expres
288,117,1,2,49.00,49838.39,0.08,0.05,N,O,1997-04-19,1997-05-19,1997-05-18,TAKE BACK RETURN,TRUCK,"the packages: regular, regu"
288,99,10,3,36.00,35967.24,0.02,0.02,N,O,1997-02-22,1997-05-07,1997-03-07,TAKE BACK RETURN,TRUCK,s nag slyly even
288,79,10,4,19.00,18602.33,0.07,0.07,N,O,1997-03-14,1997-04-04,1997-03-26,NONE,MAIL,s. final packages wake along the b
288,162,9,5,31.00,32926.96,0.10,0.04,N,O,1997-05-29,1997-04-24,1997-06-20,TAKE BACK RETURN,RAIL,lites. brave
289,174,2,1,25.00,26854.25,0.07,0.05,N,O,1997-03-18,1997-05-05,1997-04-15,DELIVER IN PERSON,FOB,ts sleep quickly blithely re
289,112,2,2,6.00,6072.66,0.06,0.05,N,O,1997-02-18,1997-05-08,1997-03-19,DELIVER IN PERSON,SHIP,ven requests! final deposits alon
289,17,4,3,44.00,40348.44,0.10,0.08,N,O,1997-06-05,1997-04-20,1997-07-02,COLLECT COD,MAIL,fully according to the even 
289,40,6,4,48.00,45121.92,0.01,0.08,N,O,1997-03-14,1997-03-30,1997-03-24,DELIVER IN PERSON,RAIL,s affix permanently. waters sleep slyl
289,47,4,5,13.00,12311.52,0.10,0.03,N,O,1997-06-08,1997-04-06,1997-06-18,TAKE BACK RETURN,REG AIR,eful dependencies. blithely regular
290,6,1,1,35.00,31710.00,0.01,0.02,R,F,1994-04-01,1994-02-05,1994-04-27,NONE,MAIL," foxes use final, ironic instructions. so"
290,129,4,2,2.00,2058.24,0.05,0.04,A,F,1994-01-30,1994-02-13,1994-02-21,TAKE BACK RETURN,TRUCK,ackages against the special 
290,2,5,3,5.00,4510.00,0.03,0.05,A,F,1994-01-19,1994-02-24,1994-01-27,NONE,MAIL, breach about the packages. quickl
290,124,9,4,23.00,23554.76,0.05,0.08,R,F,1994-03-14,1994-02-21,1994-04-09,NONE,AIR, special dependencies hagg
291,123,6,1,21.00,21485.52,0.05,0.07,A,F,1994-05-26,1994-05-10,1994-06-23,COLLECT COD,TRUCK,slyly ironic frays sleep carefully abo
291,138,9,2,19.00,19724.47,0.08,0.02,R,F,1994-06-14,1994-04-25,1994-06-19,NONE,REG AIR,ide of the blithely regular warhorses.
291,61,8,3,30.00,28831.80,0.10,0.02,R,F,1994-03-22,1994-04-30,1994-03-24,DELIVER IN PERSON,FOB,the slyly even dolphins. furiously
292,154,5,1,8.00,8433.20,0.10,0.03,R,F,1992-02-18,1992-03-30,1992-03-18,DELIVER IN PERSON,RAIL, furiously unusual deposits breach. sl
292,100,1,2,24.00,24002.40,0.08,0.04,R,F,1992-03-24,1992-03-06,1992-04-20,COLLECT COD,TRUCK,posits grow never. silent de
293,9,6,1,14.00,12726.00,0.02,0.05,R,F,1992-10-19,1992-12-23,1992-11-10,DELIVER IN PERSON,SHIP,"uriously special, regu"
293,187,8,2,11.00,11958.98,0.10,0.04,R,F,1992-12-24,1992-12-01,1993-01-12,COLLECT COD,MAIL, final requests cajole slyly! unusual
293,118,8,3,13.00,13235.43,0.04,0.02,A,F,1992-12-17,1992-12-26,1992-12-22,COLLECT COD,RAIL,riously even platelets sleep quickly along
294,60,2,1,31.00,29761.86,0.00,0.01,R,F,1993-08-06,1993-08-19,1993-08-13,TAKE BACK RETURN,AIR, the fluffily final deposit
295,198,10,1,29.00,31847.51,0.02,0.07,A,F,1994-11-09,1994-12-08,1994-12-07,COLLECT COD,MAIL,unts. quickly bold deposits wake furiously 
295,92,6,2,26.00,25794.34,0.04,0.03,R,F,1994-12-13,1994-11-30,1995-01-06,DELIVER IN PERSON,AIR,"y. careful, ironic pinto beans above the bo"
295,16,10,3,8.00,7328.08,0.10,0.07,R,F,1995-01-13,1994-11-17,1995-01-25,NONE,TRUCK,c foxes. carefully un
295,61,10,4,26.00,24987.56,0.10,0.04,A,F,1995-01-12,1994-11-22,1995-01-22,DELIVER IN PERSON,MAIL, accounts. care
320,5,2,1,30.00,27150.00,0.05,0.01,N,O,1997-12-04,1998-01-21,1997-12-13,NONE,RAIL,"cial, regular packages. slyly stealth"
320,193,5,2,13.00,14211.47,0.03,0.00,N,O,1997-12-16,1997-12-26,1997-12-17,TAKE BACK RETURN,AIR,s. quickly express courts are slyly e
321,1,8,1,21.00,18921.00,0.01,0.08,A,F,1993-07-18,1993-04-24,1993-08-13,TAKE BACK RETURN,REG AIR,r excuses are quickly blithel
321,141,4,2,41.00,42686.74,0.08,0.07,R,F,1993-06-21,1993-06-07,1993-07-09,NONE,REG AIR,tructions. carefully express requests ca
322,153,8,1,12.00,12637.80,0.08,0.07,A,F,1992-06-29,1992-05-30,1992-07-11,NONE,AIR, slyly according to the per
322,44,5,2,48.00,45313.92,0.02,0.07,A,F,1992-06-11,1992-06-16,1992-06-26,COLLECT COD,RAIL,nding excuses hag
322,13,3,3,20.00,18260.20,0.04,0.01,R,F,1992-04-26,1992-05-04,1992-05-22,DELIVER IN PERSON,MAIL,regular requ
322,184,5,4,10.00,10841.80,0.06,0.03,R,F,1992-04-12,1992-05-13,1992-04-14,DELIVER IN PERSON,AIR,ts. ironic dolphins integrate furiou
322,12,2,5,35.00,31920.35,0.07,0.06,A,F,1992-07-17,1992-05-03,1992-08-14,TAKE BACK RETURN,RAIL,ully. quickly bold packages are carefull
322,34,5,6,3.00,2802.09,0.08,0.05,A,F,1992-07-03,1992-05-10,1992-07-28,NONE,AIR,egrate across the slyly even requests. 
322,38,4,7,5.00,4690.15,0.01,0.02,A,F,1992-04-15,1992-05-12,1992-04-26,COLLECT COD,REG AIR, slyly bold notornis wake quickly blithely
323,164,9,1,50.00,53208.00,0.05,0.04,A,F,1994-04-20,1994-04-25,1994-05-12,DELIVER IN PERSON,REG AIR,? fluffily fin
323,96,8,2,18.00,17929.62,0.06,0.07,R,F,1994-04-13,1994-06-02,1994-05-10,DELIVER IN PERSON,TRUCK,ns are quickly multipliers. ironic pa
323,143,4,3,9.00,9388.26,0.07,0.04,A,F,1994-06-26,1994-06-10,1994-07-13,COLLECT COD,TRUCK,ress instructions. instructions acc
324,200,3,1,26.00,28605.20,0.07,0.01,R,F,1992-04-19,1992-05-28,1992-05-12,DELIVER IN PERSON,RAIL,"he bold, regular warthog"
325,159,1,1,34.00,36011.10,0.09,0.04,A,F,1993-10-28,1993-12-13,1993-11-17,TAKE BACK RETURN,MAIL, the furiously silent deposit
325,186,7,2,5.00,5430.90,0.07,0.08,A,F,1994-01-02,1994-01-05,1994-01-04,TAKE BACK RETURN,MAIL,uests boost ru
325,19,3,3,35.00,32165.35,0.07,0.07,A,F,1993-12-06,1994-01-03,1993-12-26,DELIVER IN PERSON,REG AIR,ly regular 
326,180,9,1,41.00,44287.38,0.06,0.03,N,O,1995-08-30,1995-07-09,1995-09-12,DELIVER IN PERSON,TRUCK,uctions haggle slyly fi
326,20,4,2,38.00,34960.76,0.02,0.08,N,O,1995-09-12,1995-08-23,1995-09-14,COLLECT COD,RAIL,lyly. express foxes are enticingly acc
326,184,5,3,25.00,27104.50,0.03,0.04,N,O,1995-08-03,1995-07-27,1995-08-16,NONE,AIR,ly final courts integrate blithe
326,85,6,4,5.00,4925.40,0.03,0.08,N,O,1995-07-29,1995-07-13,1995-08-12,NONE,REG AIR,ress packages cajole against the blithely
326,35,6,5,31.00,28985.93,0.04,0.08,N,O,1995-09-27,1995-07-06,1995-10-22,NONE,TRUCK,ely regular depo
326,157,9,6,41.00,43343.15,0.02,0.00,N,O,1995-07-05,1995-07-23,1995-07-20,TAKE BACK RETURN,REG AIR,posits cajole furiously unusual foxes
326,43,10,7,47.00,44322.88,0.04,0.04,N,O,1995-09-16,1995-07-04,1995-10-04,NONE,REG AIR,en hockey players. speci
327,144,3,1,16.00,16706.24,0.03,0.01,N,O,1995-07-05,1995-06-07,1995-07-09,TAKE BACK RETURN,TRUCK, the carefully fina
327,42,9,2,9.00,8478.36,0.09,0.05,A,F,1995-05-24,1995-07-11,1995-06-05,NONE,AIR,o beans wake about
352,64,5,1,17.00,16389.02,0.07,0.05,R,F,1994-06-02,1994-05-31,1994-06-29,NONE,FOB,e the quickly final packages hagg
353,120,7,1,41.00,41824.92,0.00,0.06,A,F,1994-03-25,1994-03-31,1994-03-30,DELIVER IN PERSON,AIR,leep slyly about the s
353,148,9,2,29.00,30396.06,0.09,0.00,A,F,1994-01-11,1994-03-19,1994-02-09,COLLECT COD,FOB,oxes are sl
353,135,1,3,12.00,12421.56,0.06,0.01,R,F,1994-01-02,1994-03-26,1994-01-19,DELIVER IN PERSON,RAIL,among the orbits. 
353,78,7,4,46.00,44991.22,0.00,0.04,A,F,1994-04-14,1994-01-31,1994-05-05,DELIVER IN PERSON,FOB,ns wake slyly abo
353,117,4,5,9.00,9153.99,0.02,0.02,A,F,1994-03-15,1994-03-20,1994-03-18,TAKE BACK RETURN,RAIL,ar tithes nag silent
353,103,4,6,39.00,39120.90,0.02,0.05,A,F,1994-01-15,1994-03-30,1994-02-01,NONE,MAIL,"d packages. even, bold asymptot"
354,50,7,1,14.00,13300.70,0.08,0.04,N,O,1996-04-12,1996-06-03,1996-05-08,NONE,SHIP,"y, regular accounts cajole furiously even "
354,194,8,2,24.00,26260.56,0.01,0.01,N,O,1996-05-08,1996-05-17,1996-06-07,DELIVER IN PERSON,AIR,en requests. regular deposits after the r
354,59,10,3,50.00,47952.50,0.08,0.05,N,O,1996-03-21,1996-05-20,1996-04-04,COLLECT COD,TRUCK,ng platele
354,107,4,4,7.00,7049.70,0.06,0.01,N,O,1996-05-07,1996-04-18,1996-05-24,NONE,MAIL,odolites nod. slyly regular dolphin
354,31,2,5,18.00,16758.54,0.04,0.08,N,O,1996-03-31,1996-05-13,1996-04-27,DELIVER IN PERSON,RAIL,elets. carefully final packag
354,62,1,6,36.00,34634.16,0.03,0.02,N,O,1996-03-19,1996-05-29,1996-03-30,NONE,AIR, the ironic instructions sl
354,5,10,7,14.00,12670.00,0.01,0.07,N,O,1996-07-06,1996-06-08,1996-07-10,TAKE BACK RETURN,MAIL,sly ironic requests. final 
355,114,1,1,31.00,31437.41,0.09,0.07,A,F,1994-07-13,1994-08-18,1994-07-18,DELIVER IN PERSON,FOB,"ns. ironic, final"
355,97,1,2,41.00,40880.69,0.05,0.00,A,F,1994-08-15,1994-07-19,1994-09-06,DELIVER IN PERSON,TRUCK,ully bold accounts. ca
356,46,7,1,4.00,3784.16,0.10,0.01,A,F,1994-07-28,1994-08-01,1994-08-04,DELIVER IN PERSON,REG AIR, carefully ironic accounts haggle along
356,108,3,2,48.00,48388.80,0.02,0.03,R,F,1994-08-12,1994-07-31,1994-08-26,NONE,FOB,equests cajole quickly regul
356,119,3,3,35.00,35668.85,0.08,0.07,R,F,1994-10-14,1994-07-31,1994-10-23,COLLECT COD,TRUCK,eas cajole blithe
356,56,1,4,41.00,39198.05,0.07,0.05,A,F,1994-09-28,1994-09-20,1994-10-07,COLLECT COD,SHIP, theodolites use. accounts cajole sl
356,125,8,5,37.00,37929.44,0.05,0.03,A,F,1994-07-15,1994-08-24,1994-08-09,DELIVER IN PERSON,FOB, are carefully express reques
357,114,5,1,26.00,26366.86,0.06,0.03,N,O,1996-12-28,1996-11-26,1997-01-13,NONE,FOB,. slyly final deposits cajole abo
